"Name","Code","year","co2emission"
"Northern Mariana Islands","MNP","1984",NA
"Mozambique","MOZ","1984",0.121593771377217
"Mauritania","MRT","1984",0.504262343578289
"Mauritius","MUS","1984",0.619486258435658
"Malawi","MWI","1984",0.0800309335472913
"Malaysia","MYS","1984",2.28386475831372
"North America","NAC","1984",18.7435851895821
"Namibia","NAM","1984",NA
"New Caledonia","NCL","1984",7.95544345532476
"Niger","NER","1984",0.147895713681273
"Nigeria","NGA","1984",0.854836013147162
"Nicaragua","NIC","1984",0.508330277223896
"Netherlands","NLD","1984",10.056391923274
"Norway","NOR","1984",9.77223274129435
"Nepal","NPL","1984",0.0427288820318504
"Nauru","NRU","1984",14.9709414024976
"New Zealand","NZL","1984",5.97928604629544
"OECD members","OED","1984",10.22108003823
"Oman","OMN","1984",5.63219549008784
"Other small states","OSS","1984",3.73898235765427
"Pakistan","PAK","1984",0.480377185541423
"Panama","PAN","1984",1.32803243753816
"Peru","PER","1984",1.07107417457766
"Philippines","PHL","1984",0.586697342875921
"Palau","PLW","1984",11.950056839712
"Papua New Guinea","PNG","1984",0.514640001046289
"Poland","POL","1984",11.7573307098874
"Pre-demographic dividend","PRE","1984",0.46814578972276
"Puerto Rico","PRI","1984",NA
"Korea, Dem. People’s Rep.","PRK","1984",NA
"Portugal","PRT","1984",2.90755976852078
"Paraguay","PRY","1984",0.4189364461738
"West Bank and Gaza","PSE","1984",NA
"Pacific island small states","PSS","1984",0.881431700819745
"Post-demographic dividend","PST","1984",11.1186918855882
"French Polynesia","PYF","1984",2.66111849705949
"Qatar","QAT","1984",36.1357538854638
"Romania","ROU","1984",8.35987774500324
"Russian Federation","RUS","1984",NA
"Rwanda","RWA","1984",0.107472111319918
"South Asia","SAS","1984",0.45227267063413
"Saudi Arabia","SAU","1984",12.5386560445208
"Sudan","SDN","1984",0.160268905436211
"Senegal","SEN","1984",0.526909445657964
"Singapore","SGP","1984",12.2254762700382
"Solomon Islands","SLB","1984",0.544423591574764
"Sierra Leone","SLE","1984",0.16616435289453
"El Salvador","SLV","1984",0.329734029831442
"San Marino","SMR","1984",NA
"Somalia","SOM","1984",0.108102163131745
"Serbia","SRB","1984",NA
"Sub-Saharan Africa (excluding high income)","SSA","1984",1.08229005439957
"South Sudan","SSD","1984",NA
"Sub-Saharan Africa","SSF","1984",1.08235027145071
"Small states","SST","1984",3.97370650476843
"Sao Tome and Principe","STP","1984",0.499256046446041
"Suriname","SUR","1984",4.26286626107317
"Slovak Republic","SVK","1984",NA
"Slovenia","SVN","1984",NA
"Sweden","SWE","1984",6.87732536206285
"Eswatini","SWZ","1984",0.494190945724403
"Sint Maarten (Dutch part)","SXM","1984",NA
"Seychelles","SYC","1984",1.52987623035678
"Syrian Arab Republic","SYR","1984",3.21488880505669
"Turks and Caicos Islands","TCA","1984",NA
"Chad","TCD","1984",0.0436410426262285
"East Asia & Pacific (IDA & IBRD countries)","TEA","1984",1.44659130842882
"Europe & Central Asia (IDA & IBRD countries)","TEC","1984",NA
"Togo","TGO","1984",0.193808292415483
"Thailand","THA","1984",0.899761185409071
"Tajikistan","TJK","1984",NA
"Turkmenistan","TKM","1984",NA
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","1984",2.15555803925604
"Timor-Leste","TLS","1984",NA
"Middle East & North Africa (IDA & IBRD countries)","TMN","1984",2.33180476032472
"Tonga","TON","1984",0.508284641958459
"South Asia (IDA & IBRD)","TSA","1984",0.45227267063413
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","1984",1.08235027145071
"Trinidad and Tobago","TTO","1984",15.1813598089819
"Tunisia","TUN","1984",1.61835263416801
"Turkey","TUR","1984",1.99102962527348
"Tuvalu","TUV","1984",NA
"Tanzania","TZA","1984",0.112901882090439
"Uganda","UGA","1984",0.041401560405812
"Ukraine","UKR","1984",NA
"Upper middle income","UMC","1984",3.01597171868879
"Uruguay","URY","1984",1.15319629468967
"United States","USA","1984",18.9767502682074
"Uzbekistan","UZB","1984",NA
"St. Vincent and the Grenadines","VCT","1984",0.636024629260255
"Venezuela, RB","VEN","1984",5.52352002639378
"British Virgin Islands","VGB","1984",3.02784867137067
"Virgin Islands (U.S.)","VIR","1984",NA
"Vietnam","VNM","1984",0.294899843006405
"Vanuatu","VUT","1984",0.43294319514518
"World","WLD","1984",4.02538038364418
"Samoa","WSM","1984",0.713836280518437
"Kosovo","XKX","1984",NA
"Yemen, Rep.","YEM","1984",0.778528883487874
"South Africa","ZAF","1984",9.92251612537099
"Zambia","ZMB","1984",0.420787311573161
"Zimbabwe","ZWE","1984",1.15891303791796
"Aruba","ABW","1985",NA
"Afghanistan","AFG","1985",0.293956932229695
"Angola","AGO","1985",0.47190277210483
"Albania","ALB","1985",2.65801538201043
"Andorra","AND","1985",NA
"Arab World","ARB","1985",3.06185035107151
"United Arab Emirates","ARE","1985",36.5448108719012
"Argentina","ARG","1985",3.3292256468773
"Armenia","ARM","1985",NA
"American Samoa","ASM","1985",NA
"Antigua and Barbuda","ATG","1985",4.03580099051565
"Australia","AUS","1985",15.3084102043407
"Austria","AUT","1985",7.23076635313884
"Azerbaijan","AZE","1985",NA
"Burundi","BDI","1985",0.0486274313347311
"Belgium","BEL","1985",10.5974402503959
"Benin","BEN","1985",0.173986403181862
"Burkina Faso","BFA","1985",0.061686818953696
"Bangladesh","BGD","1985",0.112760305461021
"Bulgaria","BGR","1985",9.99278347627662
"Bahrain","BHR","1985",24.3051489170966
"Bahamas, The","BHS","1985",6.44051871872043
"Bosnia and Herzegovina","BIH","1985",NA
"Belarus","BLR","1985",NA
"Belize","BLZ","1985",1.15621418739882
"Bermuda","BMU","1985",7.92718548982389
"Bolivia","BOL","1985",0.667594741288074
"Brazil","BRA","1985",1.33986354961719
"Barbados","BRB","1985",3.30549864787347
"Brunei Darussalam","BRN","1985",11.567153339957
"Bhutan","BTN","1985",0.134274316878686
"Botswana","BWA","1985",1.08338771594885
"Central African Republic","CAF","1985",0.063468636428184
"Canada","CAN","1985",16.3329904563543
"Central Europe and the Baltics","CEB","1985",10.8490801101801
"Switzerland","CHE","1985",6.15533853190662
"Channel Islands","CHI","1985",NA
"Chile","CHL","1985",1.75433417452352
"China","CHN","1985",1.87105479144466
"Cote d'Ivoire","CIV","1985",0.738709539517065
"Cameroon","CMR","1985",0.643039097367182
"Congo, Dem. Rep.","COD","1985",0.121860148389479
"Congo, Rep.","COG","1985",0.622974017578634
"Colombia","COL","1985",1.61525178906849
"Comoros","COM","1985",0.134157152224508
"Cabo Verde","CPV","1985",0.270602994115722
"Costa Rica","CRI","1985",0.828076173159616
"Caribbean small states","CSS","1985",5.50474993969711
"Cuba","CUB","1985",3.2261749979773
"Curacao","CUW","1985",NA
"Cayman Islands","CYM","1985",9.79524323213644
"Cyprus","CYP","1985",4.40862317656338
"Czech Republic","CZE","1985",NA
"Germany","DEU","1985",NA
"Djibouti","DJI","1985",0.844349209258176
"Dominica","DMA","1985",0.651234272755837
"Denmark","DNK","1985",11.7474430895414
"Dominican Republic","DOM","1985",1.12831135778142
"Algeria","DZA","1985",3.24482431002614
"East Asia & Pacific (excluding high income)","EAP","1985",1.54221731392232
"Early-demographic dividend","EAR","1985",1.3055791561315
"East Asia & Pacific","EAS","1985",2.24584184528141
"Europe & Central Asia (excluding high income)","ECA","1985",NA
"Europe & Central Asia","ECS","1985",NA
"Ecuador","ECU","1985",2.14330458634459
"Egypt, Arab Rep.","EGY","1985",1.29799955061775
"Euro area","EMU","1985",NA
"Eritrea","ERI","1985",NA
"Spain","ESP","1985",5.23099848524203
"Estonia","EST","1985",NA
"Ethiopia","ETH","1985",0.0446511537977791
"European Union","EUU","1985",10.1214390047191
"Fragile and conflict affected situations","FCS","1985",0.529942717634152
"Finland","FIN","1985",10.131326182539
"Fiji","FJI","1985",0.814001615679112
"France","FRA","1985",7.0758495818246
"Faroe Islands","FRO","1985",11.406287227002
"Micronesia, Fed. Sts.","FSM","1985",NA
"Gabon","GAB","1985",7.63895525130938
"United Kingdom","GBR","1985",9.90013978359926
"Georgia","GEO","1985",NA
"Ghana","GHA","1985",0.260174412351187
"Gibraltar","GIB","1985",1.50936406668039
"Guinea","GIN","1985",0.181650727822499
"Gambia, The","GMB","1985",0.228039116841121
"Guinea-Bissau","GNB","1985",0.197610997026932
"Equatorial Guinea","GNQ","1985",0.18745420569241
"Greece","GRC","1985",6.1001622660882
"Grenada","GRD","1985",0.623726812478739
"Greenland","GRL","1985",9.58107142857143
"Guatemala","GTM","1985",0.427665211175647
"Guam","GUM","1985",NA
"Guyana","GUY","1985",1.84198407393226
"High income","HIC","1985",11.0046801820961
"Hong Kong SAR, China","HKG","1985",4.21797074887284
"Honduras","HND","1985",0.445402543842663
"Heavily indebted poor countries (HIPC)","HPC","1985",0.203109080878717
"Croatia","HRV","1985",NA
"Haiti","HTI","1985",0.148710494245711
"Hungary","HUN","1985",8.08593742736798
"IBRD only","IBD","1985",2.41891617951688
"IDA & IBRD total","IBT","1985",2.0686603979634
"IDA total","IDA","1985",0.549037525661257
"IDA blend","IDB","1985",1.12067975897886
"Indonesia","IDN","1985",0.734900513752217
"IDA only","IDX","1985",0.263867125869046
"Isle of Man","IMN","1985",NA
"India","IND","1985",0.543976975684869
"Not classified","INX","1985",NA
"Ireland","IRL","1985",7.55355472258698
"Iran, Islamic Rep.","IRN","1985",3.39552627267014
"Iraq","IRQ","1985",2.87192307692308
"Iceland","ISL","1985",6.74446676746546
"Israel","ISR","1985",5.87516985589417
"Italy","ITA","1985",6.57561937220194
"Jamaica","JAM","1985",2.16046687875453
"Jordan","JOR","1985",2.94493058565562
"Japan","JPN","1985",7.58067539791642
"Kazakhstan","KAZ","1985",NA
"Kenya","KEN","1985",0.189649356497631
"Kyrgyz Republic","KGZ","1985",NA
"Cambodia","KHM","1985",0.054185936787092
"Kiribati","KIR","1985",0.343856468602507
"St. Kitts and Nevis","KNA","1985",1.22624564085415
"Korea, Rep.","KOR","1985",4.3703049256987
"Kuwait","KWT","1985",16.8042533916834
"Latin America & Caribbean (excluding high income)","LAC","1985",2.18252305309637
"Lao PDR","LAO","1985",0.0546883346556765
"Lebanon","LBN","1985",3.03786357063267
"Liberia","LBR","1985",0.336664407942383
"Libya","LBY","1985",8.11064332237677
"St. Lucia","LCA","1985",1.01664237508317
"Latin America & Caribbean","LCN","1985",2.21787656282668
"Least developed countries: UN classification","LDC","1985",0.156793362933724
"Low income","LIC","1985",0.404218561703322
"Liechtenstein","LIE","1985",NA
"Sri Lanka","LKA","1985",0.244598449087182
"Lower middle income","LMC","1985",0.851102762647955
"Low & middle income","LMY","1985",1.95265625485655
"Lesotho","LSO","1985",NA
"Late-demographic dividend","LTE","1985",3.11554899774653
"Lithuania","LTU","1985",NA
"Luxembourg","LUX","1985",24.9995909529705
"Latvia","LVA","1985",NA
"Macao SAR, China","MAC","1985",2.58692147878506
"St. Martin (French part)","MAF","1985",NA
"Morocco","MAR","1985",0.79405914278387
"Monaco","MCO","1985",NA
"Moldova","MDA","1985",NA
"Madagascar","MDG","1985",0.104943262753149
"Maldives","MDV","1985",0.348248626917172
"Middle East & North Africa","MEA","1985",3.52980931876477
"Mexico","MEX","1985",3.79689382502
"Marshall Islands","MHL","1985",NA
"Middle income","MIC","1985",2.07820098521828
"North Macedonia","MKD","1985",NA
"Mali","MLI","1985",0.0519717529193787
"Malta","MLT","1985",3.56398238084482
"Myanmar","MMR","1985",0.176701551035274
"Middle East & North Africa (excluding high income)","MNA","1985",2.35951858889706
"Montenegro","MNE","1985",NA
"Mongolia","MNG","1985",4.69756139948311
"Northern Mariana Islands","MNP","1985",NA
"Mozambique","MOZ","1985",0.0899197901160471
"Mauritania","MRT","1985",0.368753897406224
"Mauritius","MUS","1985",0.693494935954722
"Malawi","MWI","1985",0.0766873313817448
"Malaysia","MYS","1985",2.32306324659382
"North America","NAC","1985",18.6302376637999
"Namibia","NAM","1985",NA
"New Caledonia","NCL","1985",9.42569763677566
"Niger","NER","1985",0.144219842778995
"Nigeria","NGA","1985",0.836413243048326
"Nicaragua","NIC","1985",0.533208134982852
"Netherlands","NLD","1985",10.209256072746
"Norway","NOR","1985",9.80482700126863
"Nepal","NPL","1985",0.0402409850097667
"Nauru","NRU","1985",14.6662745559346
"New Zealand","NZL","1985",6.71490930368637
"OECD members","OED","1985",10.25440945364
"Oman","OMN","1985",5.7803990608762
"Other small states","OSS","1985",3.83271142219695
"Pakistan","PAK","1985",0.511716914062911
"Panama","PAN","1985",1.18476830174464
"Peru","PER","1985",0.986811981587703
"Philippines","PHL","1985",0.51678412166655
"Palau","PLW","1985",11.9269662921348
"Papua New Guinea","PNG","1985",0.521157648926864
"Poland","POL","1985",11.9859481851524
"Pre-demographic dividend","PRE","1985",0.474546892003832
"Puerto Rico","PRI","1985",NA
"Korea, Dem. People’s Rep.","PRK","1985",NA
"Portugal","PRT","1985",2.73425939329461
"Paraguay","PRY","1985",0.421940259125567
"West Bank and Gaza","PSE","1985",NA
"Pacific island small states","PSS","1985",0.91605312064621
"Post-demographic dividend","PST","1985",11.1490888870221
"French Polynesia","PYF","1985",3.3142966892056
"Qatar","QAT","1985",33.4478174121707
"Romania","ROU","1985",8.54896734038479
"Russian Federation","RUS","1985",NA
"Rwanda","RWA","1985",0.100222372578268
"South Asia","SAS","1985",0.486066272509172
"Saudi Arabia","SAU","1985",13.1605650677609
"Sudan","SDN","1985",0.180726729559944
"Senegal","SEN","1985",0.413657044374361
"Singapore","SGP","1985",12.2141433509372
"Solomon Islands","SLB","1985",0.555220319955094
"Sierra Leone","SLE","1985",0.174421223390151
"El Salvador","SLV","1985",0.402590986441236
"San Marino","SMR","1985",NA
"Somalia","SOM","1985",0.129060932430109
"Serbia","SRB","1985",NA
"Sub-Saharan Africa (excluding high income)","SSA","1985",1.07825120137222
"South Sudan","SSD","1985",NA
"Sub-Saharan Africa","SSF","1985",1.07842666539443
"Small states","SST","1985",4.1814197269828
"Sao Tome and Principe","STP","1985",0.524236590293927
"Suriname","SUR","1985",4.33707865168539
"Slovak Republic","SVK","1985",NA
"Slovenia","SVN","1985",NA
"Sweden","SWE","1985",7.47199051636655
"Eswatini","SWZ","1985",0.629455856268238
"Sint Maarten (Dutch part)","SXM","1985",NA
"Seychelles","SYC","1985",2.30438047943106
"Syrian Arab Republic","SYR","1985",2.78452311996508
"Turks and Caicos Islands","TCA","1985",NA
"Chad","TCD","1985",0.0352637603988381
"East Asia & Pacific (IDA & IBRD countries)","TEA","1985",1.53930944720344
"Europe & Central Asia (IDA & IBRD countries)","TEC","1985",NA
"Togo","TGO","1985",0.169090382582937
"Thailand","THA","1985",0.935517781464631
"Tajikistan","TJK","1985",NA
"Turkmenistan","TKM","1985",NA
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","1985",2.17476572064549
"Timor-Leste","TLS","1985",NA
"Middle East & North Africa (IDA & IBRD countries)","TMN","1985",2.35820621953967
"Tonga","TON","1985",0.507700008520065
"South Asia (IDA & IBRD)","TSA","1985",0.486066272509172
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","1985",1.07842666539444
"Trinidad and Tobago","TTO","1985",17.7351841645411
"Tunisia","TUN","1985",1.62897863101285
"Turkey","TUR","1985",2.17196179496058
"Tuvalu","TUV","1985",NA
"Tanzania","TZA","1985",0.108990627442359
"Uganda","UGA","1985",0.0425652784755918
"Ukraine","UKR","1985",NA
"Upper middle income","UMC","1985",3.14883716917078
"Uruguay","URY","1985",1.09467448154901
"United States","USA","1985",18.8823127427246
"Uzbekistan","UZB","1985",NA
"St. Vincent and the Grenadines","VCT","1985",0.631600099515817
"Venezuela, RB","VEN","1985",5.847672048648
"British Virgin Islands","VGB","1985",3.41580682143881
"Virgin Islands (U.S.)","VIR","1985",NA
"Vietnam","VNM","1985",0.347570832262052
"Vanuatu","VUT","1985",0.930968426883309
"World","WLD","1985",4.07470273231222
"Samoa","WSM","1985",0.710525657853616
"Kosovo","XKX","1985",NA
"Yemen, Rep.","YEM","1985",0.904474374946133
"South Africa","ZAF","1985",9.92121509449805
"Zambia","ZMB","1985",0.397783869739045
"Zimbabwe","ZWE","1985",1.1561752427967
"Aruba","ABW","1986",2.86831939212055
"Afghanistan","AFG","1986",0.267771904296961
"Angola","AGO","1986",0.451618882781396
"Albania","ALB","1986",2.66535622064854
"Andorra","AND","1986",NA
"Arab World","ARB","1986",3.28449957232852
"United Arab Emirates","ARE","1986",32.6571350544117
"Argentina","ARG","1986",3.39465765033634
"Armenia","ARM","1986",NA
"American Samoa","ASM","1986",NA
"Antigua and Barbuda","ATG","1986",4.03789228228131
"Australia","AUS","1986",14.9805731533736
"Austria","AUT","1986",7.14430485162476
"Azerbaijan","AZE","1986",NA
"Burundi","BDI","1986",0.048025443531612
"Belgium","BEL","1986",10.4315417139407
"Benin","BEN","1986",0.155688061271798
"Burkina Faso","BFA","1986",0.0605718742899423
"Bangladesh","BGD","1986",0.123010375103221
"Bulgaria","BGR","1986",10.217299937677
"Bahrain","BHR","1986",25.4037118206146
"Bahamas, The","BHS","1986",5.90667191036621
"Bosnia and Herzegovina","BIH","1986",NA
"Belarus","BLR","1986",NA
"Belize","BLZ","1986",1.21103038309115
"Bermuda","BMU","1986",7.34908159353107
"Bolivia","BOL","1986",0.598657818114383
"Brazil","BRA","1986",1.44004763429025
"Barbados","BRB","1986",3.56563609703353
"Brunei Darussalam","BRN","1986",9.95694952688219
"Bhutan","BTN","1986",0.114906871224086
"Botswana","BWA","1986",0.960532628586705
"Central African Republic","CAF","1986",0.0621104096951182
"Canada","CAN","1986",15.5191125933601
"Central Europe and the Baltics","CEB","1986",10.9956028478259
"Switzerland","CHE","1986",6.50282466939437
"Channel Islands","CHI","1986",NA
"Chile","CHL","1986",1.78756270276381
"China","CHN","1986",1.93943425697654
"Cote d'Ivoire","CIV","1986",0.578834418116669
"Cameroon","CMR","1986",0.191895708519472
"Congo, Dem. Rep.","COD","1986",0.110067834014022
"Congo, Rep.","COG","1986",0.505167914007123
"Colombia","COL","1986",1.60605659770202
"Comoros","COM","1986",0.120308398950131
"Cabo Verde","CPV","1986",0.185309649543927
"Costa Rica","CRI","1986",0.927762448927886
"Caribbean small states","CSS","1986",4.76392119264076
"Cuba","CUB","1986",3.296155824012
"Curacao","CUW","1986",NA
"Cayman Islands","CYM","1986",9.87200195790504
"Cyprus","CYP","1986",4.97794452087486
"Czech Republic","CZE","1986",NA
"Germany","DEU","1986",NA
"Djibouti","DJI","1986",0.831279533234587
"Dominica","DMA","1986",0.657231880661216
"Denmark","DNK","1986",11.5032965311821
"Dominican Republic","DOM","1986",1.24012795586817
"Algeria","DZA","1986",3.30170472845904
"East Asia & Pacific (excluding high income)","EAP","1986",1.59195739280465
"Early-demographic dividend","EAR","1986",1.33844023585969
"East Asia & Pacific","EAS","1986",2.28698494558183
"Europe & Central Asia (excluding high income)","ECA","1986",NA
"Europe & Central Asia","ECS","1986",NA
"Ecuador","ECU","1986",1.64398867298418
"Egypt, Arab Rep.","EGY","1986",1.47354366162491
"Euro area","EMU","1986",NA
"Eritrea","ERI","1986",NA
"Spain","ESP","1986",4.93636135990336
"Estonia","EST","1986",NA
"Ethiopia","ETH","1986",0.0527780632622938
"European Union","EUU","1986",10.0694097306636
"Fragile and conflict affected situations","FCS","1986",0.540698682088864
"Finland","FIN","1986",10.8433328846555
"Fiji","FJI","1986",0.841945677871643
"France","FRA","1986",6.76799974613927
"Faroe Islands","FRO","1986",10.7245623990571
"Micronesia, Fed. Sts.","FSM","1986",NA
"Gabon","GAB","1986",5.84529932427345
"United Kingdom","GBR","1986",10.0346393903213
"Georgia","GEO","1986",NA
"Ghana","GHA","1986",0.231470925162233
"Gibraltar","GIB","1986",1.38643706606173
"Guinea","GIN","1986",0.177180660594044
"Gambia, The","GMB","1986",0.203941871738122
"Guinea-Bissau","GNB","1986",0.205429109870681
"Equatorial Guinea","GNQ","1986",0.218615099871824
"Greece","GRC","1986",5.93248834955168
"Grenada","GRD","1986",0.658801688774441
"Greenland","GRL","1986",6.10024299065421
"Guatemala","GTM","1986",0.438461503822196
"Guam","GUM","1986",NA
"Guyana","GUY","1986",1.3671273052642
"High income","HIC","1986",10.9663984368889
"Hong Kong SAR, China","HKG","1986",4.65161930275495
"Honduras","HND","1986",0.419060152566657
"Heavily indebted poor countries (HIPC)","HPC","1986",0.17478241784497
"Croatia","HRV","1986",NA
"Haiti","HTI","1986",0.130185175952425
"Hungary","HUN","1986",7.85827798035927
"IBRD only","IBD","1986",2.47573859940407
"IDA & IBRD total","IBT","1986",2.11162354143754
"IDA total","IDA","1986",0.545710339142881
"IDA blend","IDB","1986",1.1244733973038
"Indonesia","IDN","1986",0.723036368373753
"IDA only","IDX","1986",0.258250411818326
"Isle of Man","IMN","1986",NA
"India","IND","1986",0.570556174175371
"Not classified","INX","1986",NA
"Ireland","IRL","1986",8.05878283126489
"Iran, Islamic Rep.","IRN","1986",3.01256708882242
"Iraq","IRQ","1986",3.00140718635514
"Iceland","ISL","1986",7.34365079365079
"Israel","ISR","1986",6.19355361712026
"Italy","ITA","1986",6.47489764984918
"Jamaica","JAM","1986",1.9297863886308
"Jordan","JOR","1986",3.07802874607129
"Japan","JPN","1986",7.53411367003589
"Kazakhstan","KAZ","1986",NA
"Kenya","KEN","1986",0.201819997129357
"Kyrgyz Republic","KGZ","1986",NA
"Cambodia","KHM","1986",0.0543535701585326
"Kiribati","KIR","1986",0.279902297534539
"St. Kitts and Nevis","KNA","1986",1.41449890305938
"Korea, Rep.","KOR","1986",4.42696724878253
"Kuwait","KWT","1986",19.2765110707249
"Latin America & Caribbean (excluding high income)","LAC","1986",2.23139343789636
"Lao PDR","LAO","1986",0.0550891123763177
"Lebanon","LBN","1986",2.91610118788127
"Liberia","LBR","1986",0.338085246260127
"Libya","LBY","1986",8.52629088741618
"St. Lucia","LCA","1986",1.02773863556742
"Latin America & Caribbean","LCN","1986",2.25642757999138
"Least developed countries: UN classification","LDC","1986",0.154049138853817
"Low income","LIC","1986",0.400447212191285
"Liechtenstein","LIE","1986",NA
"Sri Lanka","LKA","1986",0.225711611026702
"Lower middle income","LMC","1986",0.87848884841322
"Low & middle income","LMY","1986",1.99895576056887
"Lesotho","LSO","1986",NA
"Late-demographic dividend","LTE","1986",3.21182884893622
"Lithuania","LTU","1986",NA
"Luxembourg","LUX","1986",24.4596082583377
"Latvia","LVA","1986",NA
"Macao SAR, China","MAC","1986",2.96495157159724
"St. Martin (French part)","MAF","1986",NA
"Morocco","MAR","1986",0.821632191175629
"Monaco","MCO","1986",NA
"Moldova","MDA","1986",NA
"Madagascar","MDG","1986",0.110164584645464
"Maldives","MDV","1986",0.411048383809563
"Middle East & North Africa","MEA","1986",3.6475151462178
"Mexico","MEX","1986",3.7959089292507
"Marshall Islands","MHL","1986",NA
"Middle income","MIC","1986",2.12913800306247
"North Macedonia","MKD","1986",NA
"Mali","MLI","1986",0.047953536241342
"Malta","MLT","1986",4.3409641618024
"Myanmar","MMR","1986",0.175492258326825
"Middle East & North Africa (excluding high income)","MNA","1986",2.34130689255613
"Montenegro","MNE","1986",NA
"Mongolia","MNG","1986",4.8947513294979
"Northern Mariana Islands","MNP","1986",NA
"Mozambique","MOZ","1986",0.076726513632526
"Mauritania","MRT","1986",0.204426469181685
"Mauritius","MUS","1986",0.777360068458516
"Malawi","MWI","1986",0.0722265535373815
"Malaysia","MYS","1986",2.49224871695991
"North America","NAC","1986",18.4044688837378
"Namibia","NAM","1986",NA
"New Caledonia","NCL","1986",8.92571337782015
"Niger","NER","1986",0.126716789698609
"Nigeria","NGA","1986",0.857037439568846
"Nicaragua","NIC","1986",0.591802789860664
"Netherlands","NLD","1986",9.95697831183292
"Norway","NOR","1986",11.296603552278
"Nepal","NPL","1986",0.0408397537470693
"Nauru","NRU","1986",18.582056892779
"New Zealand","NZL","1986",7.05205341465669
"OECD members","OED","1986",10.1759350853026
"Oman","OMN","1986",6.32547135669379
"Other small states","OSS","1986",3.8239105633481
"Pakistan","PAK","1986",0.519382089729245
"Panama","PAN","1986",1.21398148556315
"Peru","PER","1986",1.07995903587396
"Philippines","PHL","1986",0.523853807405585
"Palau","PLW","1986",11.6656785481889
"Papua New Guinea","PNG","1986",0.49313782231884
"Poland","POL","1986",12.1040181712366
"Pre-demographic dividend","PRE","1986",0.463273211272026
"Puerto Rico","PRI","1986",NA
"Korea, Dem. People’s Rep.","PRK","1986",NA
"Portugal","PRT","1986",3.04208613524489
"Paraguay","PRY","1986",0.440070165161982
"West Bank and Gaza","PSE","1986",NA
"Pacific island small states","PSS","1986",0.901862491007441
"Post-demographic dividend","PST","1986",11.0612098310424
"French Polynesia","PYF","1986",3.32782413085685
"Qatar","QAT","1986",33.4302358324534
"Romania","ROU","1986",8.85179530741577
"Russian Federation","RUS","1986",NA
"Rwanda","RWA","1986",0.0927597916182671
"South Asia","SAS","1986",0.507675536625402
"Saudi Arabia","SAU","1986",14.8525812907124
"Sudan","SDN","1986",0.183360631436094
"Senegal","SEN","1986",0.399097061266624
"Singapore","SGP","1986",12.8146374461151
"Solomon Islands","SLB","1986",0.552344201092395
"Sierra Leone","SLE","1986",0.172270172352385
"El Salvador","SLV","1986",0.398050230932109
"San Marino","SMR","1986",NA
"Somalia","SOM","1986",0.137170634852306
"Serbia","SRB","1986",NA
"Sub-Saharan Africa (excluding high income)","SSA","1986",1.06105024900496
"South Sudan","SSD","1986",NA
"Sub-Saharan Africa","SSF","1986",1.06125487592165
"Small states","SST","1986",3.92491201953244
"Sao Tome and Principe","STP","1986",0.477878412719098
"Suriname","SUR","1986",4.70454909926765
"Slovak Republic","SVK","1986",NA
"Slovenia","SVN","1986",NA
"Sweden","SWE","1986",7.41213542116571
"Eswatini","SWZ","1986",0.633468998542002
"Sint Maarten (Dutch part)","SXM","1986",NA
"Seychelles","SYC","1986",2.51348016815939
"Syrian Arab Republic","SYR","1986",2.84915258365115
"Turks and Caicos Islands","TCA","1986",NA
"Chad","TCD","1986",0.0356407306409813
"East Asia & Pacific (IDA & IBRD countries)","TEA","1986",1.58890839011462
"Europe & Central Asia (IDA & IBRD countries)","TEC","1986",NA
"Togo","TGO","1986",0.210443699483979
"Thailand","THA","1986",0.93813570810199
"Tajikistan","TJK","1986",NA
"Turkmenistan","TKM","1986",NA
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","1986",2.21256903985407
"Timor-Leste","TLS","1986",NA
"Middle East & North Africa (IDA & IBRD countries)","TMN","1986",2.34000465258376
"Tonga","TON","1986",0.506663974151858
"South Asia (IDA & IBRD)","TSA","1986",0.507675536625402
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","1986",1.06125487592165
"Trinidad and Tobago","TTO","1986",14.6911662431626
"Tunisia","TUN","1986",1.60476960325667
"Turkey","TUR","1986",2.33164492060521
"Tuvalu","TUV","1986",NA
"Tanzania","TZA","1986",0.103120717055746
"Uganda","UGA","1986",0.0467186390823488
"Ukraine","UKR","1986",NA
"Upper middle income","UMC","1986",3.22828642946692
"Uruguay","URY","1986",1.0490456004638
"United States","USA","1986",18.7207227161615
"Uzbekistan","UZB","1986",NA
"St. Vincent and the Grenadines","VCT","1986",0.627332085119325
"Venezuela, RB","VEN","1986",6.1630439363581
"British Virgin Islands","VGB","1986",3.75486381322957
"Virgin Islands (U.S.)","VIR","1986",NA
"Vietnam","VNM","1986",0.370680199986336
"Vanuatu","VUT","1986",0.441159442084289
"World","WLD","1986",4.12488634573837
"Samoa","WSM","1986",0.708073799083117
"Kosovo","XKX","1986",NA
"Yemen, Rep.","YEM","1986",0.831807095164131
"South Africa","ZAF","1986",9.87746415216191
"Zambia","ZMB","1986",0.404310694505601
"Zimbabwe","ZWE","1986",1.42691819447707
"Aruba","ABW","1987",7.23519803341258
